sample_ML6	sample_ML7	sample_ML8	sample_ML9	sample_HFS211	sample_HFS212	sample_HFS213	sample_HFS214
LOC129404802	6.39733	7.41129	3.76678	7.57641	1.55469	2.77194	2.87938	2.1014
LOC129404803	0	0	0	0	0	0	0	0.343809
LOC129404804	0.501342	0.665663	0.546262	1.04032	0.461675	2.04001	1.16729	1.2763
LOC129404805	0.0964715	0.0799739	0.075841	0.0919221	0.0375455	0.202523	0.139308	0.155223
LOC129404806	0.4701522	0.862215	0.598803	0.202818	42.098191	54.448285	34.200316	30.203421
LOC129404808	0.262311	0.0550153	0.0803683	0.0203424	7.11453	11.3817	8.55485	6.66361
LOC129404809	0.0710882	0.0687334	0.0694555	0.222532	0.285927	0.214158	0.787188	0.456006
LOC129404810	1.066656	3.70023	0.938888	1.75626	0.382056	0.78586	0.4417	0.48825
LOC129404811	0.0412766	0.128037	0	0.126849	0.0405606	0.20316	0.0543185	0.248877
LOC129404812	4.41187	9.6308	2.89956	5.26617	8.64853	3.56751	4.10799	5.15189
LOC129404814	1.58413	1.41012	0.608865	1.87016	0.265948	1.87267	1.04335	0.402133
LOC129404816	0.132089	0.257155	0.130213	0.133473	0.335075	0.135557	0.261844	0.14544
LOC129404817	0	0.167838	0	0.687853	0.434912	0.527064	0.339285	0.377267
LOC129404818	2.909912	5.686276	2.802218	4.579061	1.796897	2.227786	2.940804	2.926696
LOC129404822	14.4757	21.7993	9.89733	19.0967	14.7757	12.1075	5.35548	12.4532
LOC129404823	26.2536	43.4651	24.0355	37.6746	15.152	16.0846	14.4218	9.7198
LOC129404824	0	0	0	0	0	0.0436946	0	0
LOC129404825	7.9332	20.077475	9.516211161358	12.4417829	6.248656	9.148555	7.4962	10.065867
LOC129404826	5.64674	13.9483	5.828	10.2279	3.60436	8.40365	5.5622	5.934
LOC129404832	12.0613	11.1813	8.16747	14.5022	11.8755	11.2537	7.77123	17.4853
LOC129404833	0.336232	0.327248	0.0826107	0	0	0	0.247506	0.182548
LOC129404834	0.0573368	0.185926	0.117854	0.0653173	0.34833	1.69619	0.326761	1.07515
LOC129404835	0.0456205	0.3320046	0.0657967	0.128398	4.949384	14.3341798	5.830029	3.237302
LOC129404836	0	0	0	0	0	0	0	0
LOC129404837	0	1.17549	0	0	0	0	0	0
LOC129404840	3.00712	8.85183	5.44992	2.86071	0.563419	0	2.98902	0
LOC129404842	1.94182	3.3587	1.16935	4.18467	1.91549	1.43632	0.42747	1.550538
LOC129404843	0	0	0	0	0	0	0	0
LOC129404845	0.517443	0	0	0	0	0	0	0
LOC129404849	0	0	0	0	6.69559	8.15795	3.83315	4.33048
LOC129404850	0	0	0	0	0	0	0	0
LOC129404853	0	0.0635701	0	0	0	0	0	0
LOC129404854	0	0.146609	0.222968	0.310164	0.382417	0.0768281	0.222157	0.24605
LOC129404858	2.40684	4.4694	1.30901	3.74765	1.7841	1.52737	1.48061	1.36994
LOC129404863	124.016	181.284	106.705	150.271	177.988	185.267	135.589	115.767
LOC129404867	0	0.0721712	0	0	0.0941265	0.151254	0.145782	0.242169
LOC129404869	0	0.0810191	0	0	0.528306	0.0850127	0.0819705	0.0908428
LOC129404870	0.117306	0.454657	0.461522	0.493364	0.296594	0.824722	0	0.124633
LOC129404871	13.2768	16.8576	6.80583	14.5562	4.7628	4.48836	6.87537	3.44919
LOC129404872	0	0	0	0.412444	0	0	0	0
LOC129404873	4.77415	15.5281	5.38865	6.08526	3.8625	7.78633	4.81095	4.94967
LOC129404875	0	0	0	0	0	0	0	0
LOC129404877	113.568	86.6666	44.9646	38.8724	32.2826	59.7728	36.6658	65.022
LOC129404879	3.085386	4.1514	1.914236	3.992948	3.79354	1.99568529	1.520756	2.550424
LOC129404880	6.504683	5.120504	2.3358986	5.705206	1.223813	1.508454	0.52112	1.643078
LOC129404882	0.734206	0.591982	0.328583	0.570974	0.256948	0.360156	0.272494	0.101389
LOC129404884	0.823887	1.19917	0.233521	0.92387	0.682684	0.510699	1.25948	0.360688
LOC129404885	9.09757	13.1708	5.61417	14.2791	12.7416	15.8431	3.39657	6.30423
LOC129404887	1.20395	0.998862	1.162314	1.30983	0.878755	2.837363	0.963509	1.37597
LOC129404888	0	0	0.125058	0.385193	0.16093	0	0.125688	0.279233
LOC129404890	2.13806	3.58694	1.3181	3.12249	0.725797	1.27905	1.77472	2.1406
LOC129404891	4.17166	4.71483	2.31163	4.70459	1.89236	2.7971	3.76413	2.58492
LOC129404892	1.42335	2.62231	1.77311	3.00831	0.921552	2.15562	1.42792	1.62221
LOC129404893	0	0.233921	0.158101	0.164695	0.101691	0	0.157684	0.087354
LOC129404895	2.77244	3.15242	1.444	3.38506	1.11659	1.40584	1.7445	1.08942
LOC129404896	3.2988	6.8232	1.76067	11.6822	2.82401	4.64985	2.99925	3.0241
LOC129404897	2.33722	1.44121	0.762564	1.48655	0.824587	0.795119	1.31975	0.662417
LOC129404899	0	0	0.60251	0	0	0	0	0
LOC129404901	11.9484	25.2634	11.276	19.6117	7.29661	5.3334	3.59487	11.9039
LOC129404902	0.518949	3.05769	0.373841	0.158292	0	0.975465	0	0.805398
LOC129404903	0	0.184739	0	0.170863	1.56606	2.25071	2.23194	2.38933
LOC129404904	3.26717	0	0	0	0	0	0	0
LOC129404906	0.26971	0.414435	0.0896643	0.134992	0.773854	2.23593	0.706961	1.48227
LOC129404907	5.01692	1.0729	5.11433	6.07376	4.93075	0.764919	3.22435	0.613169
LOC129404909	0.4422797	0.6960354	0.593612	1.3437424	0.515816	0.79494148815	0.564988	1.198541
LOC129404913	0	0.434465	0	0.858479	0.545629	0.296026	0.497381	0
LOC129404914	0.396667	0.925589	0.738741	1.09082	0.250641	0.565361	0.757295	0.855869
LOC129404916	0.289382	0	0.286449	0.281699	0	0	0	0.301333
LOC129404917	1.7606	1.4523	0.34656	1.23428	0.0557005	0.267212	1.02874	0.900148
LOC129404918	1.17901	3.22115	1.39809	2.78053	1.17019	0.942601	1.13425	2.01727
LOC129404919	2.18451	0.743511	0.650364	0.772009	0.334457	0.266777	0.436186	0.424653
LOC129404920	21.9312	38.8876	11.8261	19.1421	14.5838	12.6053	12.7813	10.3963
LOC129404921	0	0.0311321	0	0	0	0	0	0
LOC129404922	0	0	0	0	0	0	0	0
LOC129404924	55.655	82.5154	45.7209	63.8015	79.9928	50.8606	39.5956	36.6313
LOC129404925	0	0.390021	0	0	0	0	0	0
LOC129404929	2.54803	4.56299	0.667315	4.84015	0.756836	1.99225	1.27757	1.01472
LOC129404932	2.04687	6.41777	4.86009	8.23398	1.42296	0	3.6009	2.41263
LOC129404933	216.532	378.241	143.932	345.926	361.172	163.222	143.554	1.86763
LOC129404937	0	0	0	0	0	0	0	0
LOC129404938	1.52232	0.348938	1.0375	0.147276	0.466498	0	0.229783	0.0724
LOC129404941	0	0	0	0	0	0	0	0
LOC129404943	234.646	416.711	203.13	727.485	839.062	5.48466	711.058	382.537
LOC129404944	2.67402	4.12823	1.8034	3.20695	1.73936	1.57898	3.24355	1.42544
LOC129404945	0.0729009	0	0.0717888	0	0.184685	0	0	0
LOC129404948	0	0	0	0.351182	0	0	0	0
LOC129404952	1.1394	4.98738	2.13326	2.66235	0.867111	0.817425	1.23932	1.25165
LOC129404953	0.921258	5.02243	1.69811	3.3148	1.74151	2.78538	2.95848	0.298055
LOC129404955	0.0530386	0.0514356	0.0521903	0.110626	0.0335494	0.0267607	0.12869	0.0567971
LOC129404956	1.98306	1.51604	0.524986	1.60561	1.76768	1.13927	0.942531	0.173291
LOC129404957	0	0	0	0	0	0	0	0.960579
LOC129404959	0	0.0598988	0	0	0.0781256	0.563854	0.181049	0.467381
LOC129404960	0.0760611	0.0622254	0	0	0	0.154475	0.0609433	0
LOC129404961	0	1.79055	0	0	0	0	0	0
LOC129404962	0.850577	0	0	0	0	0	0	0.720301
LOC129404963	0	0	0	0	0	0	0	0
LOC129404964	4.4966	11.2095	3.19286	5.66177	6.6773	5.2514	7.16706	4.99343
LOC129404965	7.71457	6.88216	7.27439	7.02249	6.64385	9.23222	8.66134	9.76482
LOC129404966	0	0.323867	0.328517	0	0	0.630768	0.305583	0.337771
LOC129404967	0	0	0	1.53183e-07	0	0	0	0
LOC129404968	0	0	0	0	0	0	0	0
LOC129404969	0	0	0	0	0	0	0	0
LOC129404970	0	0	0	0	0	0	0	0
LOC129404971	0	0	0	0	0.224151	0	0.174987	0
LOC129404972	0.591557	1.15499	1.46383	1.72568	0.3586	0.574129	1.10713	1.8417
LOC129404975	0.017688	0	0	0	0.067115	0.124747	0.188466	0.0944585
LOC129404978	0.0670487	0.409817	0.0658488	0.375099	0	0.138721	0	0
LOC129404979	0.06466	0.154435	0	0.191862	0	0.391026	0.189865	0.071109
LOC129404982	0.893033	0.651448	0.550035	1.13485	1.69894	1.71573	0.551735	1.22579
LOC129404985	0	1.73935	0	0	1.94003	0	8.70452	3.19512
LOC129404989	0	0	0	0	0	0	0	0
LOC129404990	0.180324	0.233417	0	0.248182	0	0	0	0
LOC129404992	10.0159	10.2288	10.7157	9.50849	1.75933	4.05383	5.54525	1.68977
LOC129404994	2.01502	5.44056	0.996978	2.87613	1.69831	2.22424	1.71641	0
LOC129404995	0.616042	2.708	2.13523	0.59792	2.9751	4.75109	5.16151	6.03808
LOC129404996	1.37211	0	0.904382	0	0	0	0	0
LOC129405003	3.26301	2.87427	2.71531	4.96722	0.968061	1.14707	0	0
LOC129405004	2.2371	2.92182	0.786139	1.287	1.12617	2.94659	0.996156	1.44068
LOC129405005	0	0	0	0	0	0	0	0
LOC129405008	0	0	0	0	0	0	0	0
LOC129405009	0	0.152754	0	0.0315262	0	0	0	0
LOC129405010	0.0390196	0.139772	0.0790976	0.0855114	0	0	0	0.147343
LOC129405016	3.05464	6.70103	3.01364	4.74132	1.67857	1.55095	1.68501	2.91446
LOC129405019	5.7551	7.14076	3.80563	8.10269	2.53892	0.913545	2.51768	2.1987
LOC129405023	3.58377	6.3866	1.68051	4.67084	9.96889	8.98466	9.72273	5.4998
LOC129405037	0	0	0	0	0	0	0	0
LOC129405038	0	0	0	0	0	0	0	0
LOC129405039	0	0	0	0	0	0	0	0
LOC129405044	0	0	0	0	0.0727039	0.116529	0.0561145	0.124125
LOC129405046	0	0	0	0	0.128961	0	0	0.144812
LOC129405049	0	0	0	0	0.386882	0.427942	0.448916	0.289624
LOC129405051	0	0	0	0	0	0	0.0649977	0
LOC129405053	0	0	0	0	0	0.0792296	0.16685	0.569118
LOC129405055	0	0	0	0	0	0	0	0
LOC129405056	0	0	0	0	0	0	0	0
LOC129405057	0	0	0	0	0	0.214318	0	0
LOC129405060	0	0.0361507	0	0	0	0	0	0
LOC129405062	0	0	0	0	0	0	0	0
LOC129405063	0	0	0.392329	0	0	0	0	0
LOC129405064	0.334	0.979902	0.993154	0.969553	3.19034	0	0.30774	0.339549
LOC129405065	14.1668	39.5325	20.5052	27.1574	9.19463	17.4456	11.2157	5.18026
LOC129405067	0	0	0	0	0	0	0	0
LOC129405069	0	0	0.773458	0.375042	0	0	0.349379	0.774639
LOC129405070	0	0.210168	0	0.217445	0	0	0.626029	0
LOC129405071	0	8.93959	0	4.55855	1.47194	1.61538	0.70747	1.38199
LOC129405072	0	0	0	0	0	0	0	0
LOC129405076	0	0	0	0	0	0	0	0
LOC129405077	0	0	0	0	0	0	0	0
LOC129405078	11.9371	19.6221	7.15892	16.8977	13.4741	14.9588	8.33604	8.73424
LOC129405080	0.561924	0.847014	0.164441	0.362087	0.0725129	0.129621	0.211292	0.153658
LOC129405082	0.0640238	0.0308619	0	0	0.0805179	0	0	0
LOC129405084	7.96063	9.92241	4.30519	9.48739	2.98049	3.33906	2.48926	2.45096
LOC129405086	14.3505	24.6671	15.2202	18.7274	4.98938	6.84009	5.33807	8.27675
LOC129405089	6.19614	2.82157	2.65125	3.6808	0	0.834612	6.2462	6.50515
LOC129405090	0	0	0	0	0	0	0	0
LOC129405095	15.9516	26.1674	13.9357	16.0343	19.6401	20.7902	6.55884	23.4341
LOC129405096	18.1536	15.3131	18.4199	16.3513	20.0316	19.7729	23.5136	23.7391
LOC129405097	2.2643	0.157598	0.452312	2.25336	0	0.165436	0.44145	0
LOC129405100	2.18214	4.61944	0.808439	2.83647	2.53866	1.95848	1.79213	2.74301
LOC129405101	2.14704	12.7245	2.70274	3.75061	0	1.40736	0	1.50666
LOC129405102	0	0	0	0	0	0	0	0
LOC129405103	0.659345	0.514641	0.32626829	0.539332038114	0.8332733	0.862773	0.6695974	0.884547
LOC129405105	161.867	192.817	124.172	144.769	170.715	142.492	131.252	106.76
LOC129405106	0	0	0	0	0	0	0	0
LOC129405108	1.35497412	2.933941	0.743035	2.3372	0.792445	1.6526472	2.616999	1.123333
LOC129405109	0.0657287	0.111513	0.0485003	0.10314	0	0.0165521	0.0954743	0.122807
LOC129405112	144.899	431.063	138.41	279.4	80.3628	100.047	73.8893	70.6127
LOC129405113	1.105624142458	1.82146000214367	1.637311	2.765510379487	0.2587510636104	0.47411922005	1.144218	1.398138102448
LOC129405114	54.7658	256.352	53.4167	122.456	160.584	125.721	98.0325	0.817456
LOC129405115	0.0461721	0	0	0.143589	0.0584432	0	0.0900165	0.0994714
LOC129405116	3.04829	4.77158	2.41857	4.94508	2.25309	2.33119	4.91207	6.36705
LOC129405118	0.943444	1.65802	0.596893	0.910034	1.37933	1.50682	0.802566	0.488737
LOC129405119	0.155864	0.151846	0	0	0	0.15967	0	0
LOC129405120	0	0	0	0.397461	0	0	0	0
LOC129405121	0	0	0	0.09433	0	0	0	0
LOC129405122	0	0	0	0	0	0	0	0
LOC129405123	4.11799	7.73377	4.42742	2.65675	57.5938	116.146	101.242	121.742
LOC129405124	0.523862	0.355915	0.20628	0.325211	0.13264	0.106216	0.0511366	0.11307
LOC129405125	0.76548	1.11963	0.188821	0	0	0	0	0
LOC129405126	0.323666	0.392709	0.250417124553	0.335321294758	0.207685143587	0.316249379639	0.25390305014	0.2009620139411
LOC129405128	0	0	0	0	0	0	0	0
LOC129405130	0	0	0	0	0.129544	0.209058	0.201748	0
LOC129405135	0.481598	0.552713	0.203903	0.406586	0.149874	0.419106	0.359102	0.299389
LOC129405136	1.21762	2.02984	0.962103	2.49541	0.861017	0.469361	0.981848	0.826032
LOC129405137	40.0692	52.089549	105.1872	34.0647	19.879076	21.8965	18.5372	15.314
LOC129405138	214.938	273.197	71.2529	886.942	148.526	70.4392	47.1927	333.088
LOC129405139	0	0	0	0	0	0	0	0
LOC129405141	53.5844	51.8131	31.4165	70.9675	25.9551	24.2786	24.8489	21.7552
LOC129405142	0.794811	3.58093	0.416124	2.27461	1.6543	1.64841	0.314526	1.04449
LOC129405143	0	0.467858	0	0	0	0	0	0
LOC129405144	0.250799104439	0.121751	0.0617332277321	0.0646697590771	0.0793989494595	0.254725259634	0.2453820394248	0.1357510873806
LOC129405150	0	1.28143	0.649574	0	0	0	0	0
LOC129405152	10.65454	27.73371	11.750689	7.80848	4.057558	6.83697	5.17389	5.790255
LOC129405153	0.339128	0.165238	0	0.169446	0.428522	0	0	0
LOC129405158	0	0	0	0	0	0	0	0
LOC129405165	0	0	0	0	0	0	0	0
LOC129405178	0	0	0	0	0	0	0	0
LOC129405179	0	0	0	0	0	0	0	0
LOC129405180	0	0	0	0	0	0	0	0
LOC129405181	0	1.67954	0	0	0	8.31239	0	0
LOC129405182	0	0	0	0	0	0	0	0
LOC129405183	0	0	0	0	0	0	0	0
LOC129405184	0	0	0	0	0	0	0	0
LOC129405185	0	0	0	0	0	0	0	0
LOC129405186	0	0	0	0	0	0	0	0
LOC129405187	1.82751	3.35908	0	1.76195	0	2.7708	0	0
LOC129405191	0	0	0	0	0	0	0	0
LOC129405193	0	0	0	0	0	0	0	0
LOC129405194	0	0	0	0	0	0	0	0
LOC129405196	0	0	0	0	0	0	0	0
LOC129405197	6.70175	0	0	14.4413	0	0	0	0
LOC129405201	0	0	0	13.3672	0	4.2469	0	4.42997
LOC129405202	0	0	0	13.0795	0	0	0	0
LOC129405203	5.72312	6.16959	0	39.2386	5.83561	4.22634	12.5892	0
LOC129405204	0	0	0	0	0	0	4.20154	0
LOC129405205	0	0	0	0	0	0	0	0
LOC129405206	7.40973	0	0	0	0	0	0	0
LOC129405207	4.5934e-05	0	0	1.12817	0	2.44435	2.10362	0
LOC129405208	4.5934e-05	0	0	1.12817	0	2.44435	2.10362	0
LOC129405209	0	4.04763	0	0	0	0	0	0
LOC129405210	4.5934e-05	0	0	0	0	0	0	0
LOC129405211	0	0	0	0	0	3.32431	1.38043	0
LOC129405212	0	0	0	0	0	0	0	0
LOC129405213	0	0	0	0	0	0	0	0
LOC129405214	0	0	0	0	0	0	0	0
LOC129405215	0	0	0	0	0	0	0	0
LOC129405216	0	0	0	0	0	0	0	0
LOC129405217	0	0	0	0	0	0	0	0
LOC129405218	0	0	0	0	0	0	0	0
LOC129405219	0	0	0	0	0	0	0	0
LOC129405220	0	0	0	0	0	0	0	0
LOC129405221	0	0	0	0	0	0	0	0
LOC129405222	0	0	0	0	0	0	0	0
LOC129405223	0	0	0	0	0	0	0	0
LOC129405224	0	0	0	0	0	0	0	0
LOC129405225	0	0	0	0	0	0	4.0349	0
LOC129405226	0	0	0	0	0	0	0	0
LOC129405227	2.46991	0	0	0	0	13.5236	15.6893	0
LOC129405228	0	0	0	0	0	0	0	0
LOC129405229	0	7.95196	8.7059	17.3546	5.74407	4.50786	7.84465	9.30215
LOC129405230	0	0	0	0	0	0	0	0
LOC129405231	0	0	0	0	0	0	0	0
LOC129405232	0	0	0	0	0	0	0	0
LOC129405233	0	0	0	0	0	0	0	0
LOC129405234	22.2292	39.7598	8.7059	8.67732	11.4881	13.5236	19.6116	4.65108
LOC129405235	0	0	0	0	0	0	0	0
LOC129405236	0	0	0	0	0	0	0	0
LOC129405237	22.2292	31.8078	17.4118	43.3866	0	0	3.92233	0
LOC129405238	0	0	0	0	0	0	0	0
LOC129405239	0	0	0	0	0	0	0	0
LOC129405240	0	0	0	0	0	0	0	0
LOC129405241	0	0	0	0	0	0	0	0
LOC129405242	0	0	0	0	0	0	0	0
LOC129405243	0	0	0	0	0	0	0	0
LOC129405244	0	0	0	0	0	0	0	0
LOC129405245	7.40673	0	0	0	0	0	0	0
LOC129405246	0	0	0	0	0	0	0	0
LOC129405247	0	0	0	0	0	0	0	0
LOC129405248	0	0	0	0	0	0	0	0
LOC129405249	7.55974	0	44.3795	8.85586	0	0	0	0
LOC129405250	0	0	0	0	0	0	0	0
LOC129405251	0	0	0	0	0	0	0	0
LOC129405252	7.40973	0	0	0	0	0	0	0
LOC129405253	0	0	0	0	0	0	0	0
LOC129405255	0	0	0	0	0	0	15.1871	0
LOC129405257	0	0	0	0	0	0	0	0
LOC129405258	0	0	0	0	0	0	0	0
LOC129405259	0	0	0	0	0	0	0	0
LOC129405260	0	0	0	2.89244	0	0	0	0
LOC129405261	0	0	0	9.42998	0	0	0	0
LOC129405262	0	0	0	0	0	0	0	0
LOC129405263	0	0	0	0	0	0	0	0
LOC129405264	0	0	0	0	0	0	0	0
LOC129405265	0	0	0	8.88657	0	4.48674	3.80589	0
LOC129405266	0	0	0	0	0	0	0	0
LOC129405267	0	0	0	0	0	0	0	0
LOC129405268	0	0	0	0	0	0	0	0
LOC129405269	0	0	0	0	0	0	0	0
LOC129405270	0	0	0	0	0	0	0	0
LOC129405271	0	0	0	0	0	0	0	0
LOC129405272	0	0	0	0	0	0	0	0
LOC129405273	0	0	0	0	0	0	0	0
LOC129405274	0	0	0	0	0	0	0	0
LOC129405275	0	0	0	0	0	0	0	0
LOC129405276	0	0	0	0	0	0	0	0
LOC129405278	7.51107	0	0	0	0	0	0	0
LOC129405279	0	0	0	0	0	0	0	0
LOC129405280	0	0	0	0	0	0	0	0
LOC129405281	0	0	0	0	0	0	0	0
LOC129405282	0	0	0	0	0	0	0	0
LOC129405285	0	0	0	0	0	0	0	0
LOC129405286	0	0	0	0	0	0	0	0
LOC129405287	0	0	0	0	0	0	0	0
LOC129405288	0	0	0	0	0	0	0	0
LOC129405289	0	0	0	0	0	0	0	0
LOC129405291	0	0	0	0	0	0	0	0
LOC129405292	7.20617	10.5327	10.1583	15.0887	3.06142	17.7699	0	0
LOC129405295	0	0	0	0	0	0	0	0
LOC129405297	0	0	0	0	0	0	0	0
LOC129405300	0	0	0	0	0	0	0	0
LOC129405303	7.20617	10.5327	10.1583	15.0887	3.06142	17.7699	0	0
LOC129405305	0	0	0	0	0	0	0	0
LOC129405307	0	0	0	0	0	0	0	0
LOC129405308	0	0	0	0	0	0	0	0
LOC129405309	83.933	84.2811	42.5747	65.7229	6.77932	39.0551	25.2998	16.5326
LOC129405310	133.432	154.895	64.8757	100.932	61.0139	92.1699	80.3641	100.849
LOC129405311	0	0	0	0	0	0	0	0
LOC129405313	121.484	132.894	78.1511	122.283	73.9067	94.3277	134.764	105.44
LOC129405314	2.67306	5.06623	0	0	0	0	2.32624	0
LOC129405315	43.1473	15.2838	11.5001	4.1722	4.73506	14.6163	10.935	11.018
LOC129405316	0	0	0	0	0	0	0	0
LOC129405317	0	0	0	0	0	0	0	0
LOC129405318	0	0	0	0	0	0	0	0
LOC129405319	0	0	0	0	0	0	0	0
LOC129405320	0	0	0	0	0	0	0	0
LOC129405321	0	0	0	0	0	0	0	0
LOC129405322	6.15265	9.6804	9.27323	15.8414	0	0	0	0
LOC129405323	3.71564	8.48142	0	5.37595	5.64943	0	1.40885	10.8114
LOC129405324	0	0	0	0	0	7.87285	0	2.77255
LOC129405325	0	0	0	0	0	0	0	0
LOC129405326	0	0	0	0	0	0	0	0
LOC129405327	0	0	0	0	0	0	0	0
LOC129405328	0	0	0	0	0	0	0	0
LOC129405329	0	0	0	0	0	0	0	0
LOC129405330	0	0	0	0	0	0	0	0
LOC129405333	0	0	0	0	0	0	0	0
LOC129405334	0	0	0	0	0	7.03006	3.52609	7.13918
LOC129405335	0	0	0	0	0	0	0	0
LOC129405336	0	0	0	0	0	0	0	0
LOC129405337	0	0	0	0	0	0	0	0
LOC129405338	0	0	0	0	0	0	0	0
LOC129405339	0	0	0	0	0	0	0	0
LOC129405340	40.2691	93.6504	18.4473	81.689	45.1699	25.5388	65.5047	8.55362
LOC129405343	43.9874	56.4965	31.4249	42.1463	16.8974	11.1955	16.7333	3.68686
LOC129405344	43.9874	56.4965	31.4249	42.1463	16.8974	11.1955	16.7333	3.68686
LOC129405345	0	0	0	0	0	0	0	0
LOC129405346	0	0	0	0	0	0	0	0
LOC129405347	0	0	0	0	0	0	0	0
LOC129405350	0	0	0	0	0	0	0	0
LOC129405353	0	0	0	0	0	0	0	0
LOC129405354	0	0	0	0	0	0	0	0
LOC129405356	0	0	0	0	0	0	0	0
LOC129405358	0	0	0	0	0	0	0	0
LOC129405361	15.1613	16.3636	2.76372	19.1467	11.6917	17.558	18.78	11.8454
LOC129405362	0	0	0	0	0	0	0	0
LOC129405363	6.33453	10.6302	5.70916	7.70946	4.28443	6.66725	25.4452	0
LOC129405364	0	0	5.52745	0	0	0	0	0
LOC129405365	3.84746	22.3904	0	20.4111	9.30279	32.2955	21.6525	0
LOC129405366	39.9623	36.2511	38.1918	36.6815	22.7989	19.5039	19.4538	9.42547
LOC129405367	8.8927	18.5765	14.5546	1.97046	3.75125	6.36214	3.31641	6.53436
LOC129405368	14.8351	17.1701	30.7318	45.9528	11.202	9.11147	3.82018	18.9292
LOC129405372	0	0	0	0	0	0	0	0
LOC129405374	0	0	0	0	0	0	0	0
LOC129405375	8.56334	10.8753	10.416	8.63095	11.3994	6.5013	16.2115	3.14182
LOC129405376	6.51296	8.1171	0	6.2872	3.98355	9.87674	6.64554	12.4066
LOC129405377	0	0	0	1.99812	0	0	0	0
LOC129405378	37.9033	11.9008	2.76372	12.1843	15.589	61.4529	43.8201	23.6908
LOC129405379	0	12.2145	0	0	24.6356	3.84298	0	0
LOC129405380	0	0	0	0	0	0	0	0
LOC129405381	31.1758	67.1986	44.14	43.1336	20.1808	17.648	23.4045	11.9121
LOC129405382	0	0	0	0	0	0	0	0
LOC129405383	3.6767	0	0	0	0	0	0	0
LOC129405384	0	0	0	0	0	0	0	0
LOC129405385	8.8319	34.2942	12.9583	23.4667	5.04167	23.4592	3.80572	3.8944
LOC129405386	3.92248	0	0	4.1722	4.73506	0	0	0
LOC129405387	19.6124	30.5675	7.66673	16.6888	0	3.65406	14.58	14.6907
LOC129405388	0	0	0	0	0	0	0	0
LOC129405389	0	0	0	0	0	0	7.43701	0
LOC129405390	0	0	0	0	0	0	0	0
LOC129405391	0	0	0	0	0	0	0	0
LOC129405392	0	7.98347	0.805479	8.69757	17.0363	0	0	3.7762
LOC129405393	0	0	0	0	0	0	0	0
LOC129405394	3.79033	0	0	0	0	0	0	0
LOC129405395	88.4917	85.8297	48.4129	102.055	37.2112	21.5304	32.4787	14.3964
LOC129405396	0	0	0	0	0	0	0	0
LOC129405397	0	0	0	0	0	0	0	0
LOC129405398	8.8319	25.7206	34.5555	42.2401	5.04167	15.6395	7.61145	0
LOC129405399	9.1612	54.7018	18.5552	30.1705	41.2953	40.2549	79.033	28.8392
LOC129405400	0	0	0	0	0	0	0	0
LOC129405401	0	5.61701	5.67419	0	0	0	0	0
LOC129405402	0	0	0	0	0	0	0	0
LOC129405403	0	0	0	0	0	0	0	0
LOC129405404	7.18917	3.4459	0	19.3264	4.46679	3.36002	3.31656	10.3107
LOC129405405	0	0	0	7.63809	0	0	0	0
LOC129405407	19.9943	23.3779	7.85624	29.5024	0	3.73182	14.874	0
LOC129405408	0	0	0	0	0	0	0	0
LOC129405410	0	0	0	0	0	0	0	0
LOC129405411	0	0	0	0	0	0	0	0
LOC129405412	11.7674	3.82094	15.3335	4.1722	0	3.65406	0	0
LOC129405413	0	0	0	0	0	0	0	0
LOC129405414	3.92248	0	0	0	0	0	0	0
LOC129405415	0	0	0	0	0	0	0	7.34535
LOC129405418	2.58003	4.91336	0	5.35691	3.02563	4.45324	0	4.75254
LOC129405419	0	0	0	0	0	0	0	0
LOC129405421	27.0616	31.3411	17.9486	17.17	7.66714	23.9898	5.87411	10.1118
LOC129405422	14.2273	13.9683	28.3943	46.7255	21.1398	0	3.96767	0
LOC129405423	0	0	0	5.21664	0	0	0	0
LOC129405424	0	0	0	0	0	0	0	0
LOC129405425	0	1.23407	0	0	0	0	0	0
LOC129405428	0	0	0	0	0	0	0	0
LOC129405429	0	0	0	0	0	0	0	0
LOC129405430	0	0	0	0	0	0	0	0
LOC129405431	93.4875	194.021	49.6578	91.6395	49.3511	20.7946	40.6851	33.8773
LOC129405432	13.5308	85.0687	13.4614	19.6228	0	0	7.83215	0
LOC129405434	0	0	0	0	0	0	0	0
LOC129405436	10.276	6.75813	14.1503	5.99437	14.5886	3.00256	19.5752	0
LOC129405437	18.5711	43.4226	31.629	21.8592	19.2805	61.7679	57.4171	51.7803
LOC129405438	24.6624	41.7648	34.5227	37.8962	45.0348	22.2588	9.58029	10.6732
LOC129405439	16.4416	59.9235	31.3842	19.7719	12.2822	25.9687	9.58029	14.2309
LOC129405440	6.30573	24.7549	3.75272	3.78163	0	6.12625	9.53803	3.54615
LOC129405441	37.292	41.3039	20.279	15.6003	10.5467	39.0205	19.4293	14.6321
LOC129405442	0	0	0	0	0	0	0	0
LOC129405443	0	0	0	0	0	0	0	0
LOC129405445	0	0	0	0	0	0	0	0
LOC129405446	0	0	0	0	0	0	0	0
LOC129405448	0	0	0	0	0	0	0	0
LOC129405449	0	0	0	0	0	0	0	0
LOC129405450	0	0	0	0	0	0	0	0
LOC129405452	0	0	0	0	0	0	0	4.77145
LOC129405453	0	0	0	0	0	0	0	0
LOC129405454	0	0	0	0	0	0	11.4729	0
LOC129405455	0	0	0	0	0	0	0	0
