pathway	pval	padj	log2err	ES	NES	size	leadingEdge
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.08319739	0.198393776	0.197822021	-0.657890179	-1.420116763	10	"c(""YOD1"", ""ALDH2"", ""HADHA"", ""ALDH7A1"", ""ALDH9A1"", ""NAA80"")"
KEGG_PROPANOATE_METABOLISM	0.053133515	0.143229475	0.227987203	-0.536467322	-1.448484366	28	"c(""ACADM"", ""ACSS1"", ""ALDH2"", ""ABAT"", ""ACACB"", ""HADHA"", ""LDHA"", ""ALDH7A1"", ""ALDH9A1"")"
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.038809832	0.114581408	0.261663522	-0.504162564	-1.45037357	41	"c(""POLD1"", ""RAD23A"", ""CUL4A"", ""LIG1"", ""RFC2"", ""DDB1"", ""PCNA"", ""RPA1"", ""POLE3"", ""RPA2"", ""RFC1"", ""RFC4"", ""POLD2"", ""POLE"", ""RFC5"", ""RBX1"", ""POLE2"", ""CETN2"")"
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.042995839	0.121809321	0.257206466	-0.561006347	-1.461767796	23	"c(""UPB1"", ""DPYD"", ""GMPS"", ""TK1"", ""DPYS"", ""HPRT1"", ""CDA"", ""UMPS"", ""UPP1"", ""UCK1"", ""UCK2"", ""IMPDH2"", ""CES2"")"
KEGG_AXON_GUIDANCE	0.006565436	0.027137136	0.407017919	-0.437513396	-1.466595496	125	"c(""CHP2"", ""SEMA3G"", ""NTN4"", ""SEMA3F"", ""SEMA6B"", ""EFNB2"", ""SEMA4B"", ""NRP1"", ""PLXNB3"", ""ROBO2"", ""SLIT2"", ""ITGB1"", ""UNC5A"", ""EPHA5"", ""EPHB4"", ""SLIT3"", ""SRGAP3"", ""FES"", ""SEMA6A"", ""SEMA3C"", ""PLXNA3"", ""PAK4"", ""EPHA2"", ""PAK5"", ""L1CAM"", ""UNC5D"", ""CXCL12"", ""PPP3CA"", ""ROCK2"", ""NTN1"", ""GNAI1"", ""LRRC4C"", ""SEMA7A"", ""NCK2"", ""EPHB3"", ""NTNG1"", ""ABLIM2"", ""PTK2"", ""SEMA5B"", ""PAK6"", ""PAK3"", ""EFNB3"")"
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.057101025	0.147510981	0.227987203	-0.599748907	-1.469249927	17	"c(""FTCD"", ""ALDH1L1"", ""TYMS"", ""GART"", ""MTHFD1"", ""MTHFD1L"", ""MTHFD2"", ""SHMT1"", ""ATIC"")"
KEGG_FOLATE_BIOSYNTHESIS	0.054187192	0.14398311	0.248911114	-0.698015875	-1.471033418	9	"c(""GCH1"", ""ALPL"", ""FPGS"", ""QDPR"")"
KEGG_LYSINE_DEGRADATION	0.031005252	0.097745371	0.352487858	-0.514647154	-1.478036127	40	"c(""NSD2"", ""SETDB2"", ""ALDH2"", ""KMT5C"", ""DOT1L"", ""DLST"", ""AADAT"", ""HADHA"", ""AASS"", ""ALDH7A1"", ""ALDH9A1"", ""EHMT2"", ""PIPOX"", ""BBOX1"", ""OGDH"", ""SUV39H1"", ""GCDH"", ""PLOD1"", ""OGDHL"", ""SETD7"", ""KMT5A"", ""HADH"", ""EHHADH"", ""EHMT1"")"
KEGG_P53_SIGNALING_PATHWAY	0.018197928	0.065092587	0.352487858	-0.480858007	-1.484263975	63	"c(""STEAP3"", ""RRM2"", ""CCNE1"", ""CCNE2"", ""CCNB1"", ""SERPINE1"", ""GADD45G"", ""GADD45A"", ""PIDD1"", ""CCNB2"", ""SESN2"", ""CCND3"", ""THBS1"", ""ADGRB1"", ""CCND1"", ""IGFBP3"", ""CDK6"", ""GTSE1"", ""CDK1"", ""CD82"")"
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.037626628	0.112879884	0.28201335	-0.601919004	-1.491663024	19	"c(""YOD1"", ""ELOVL2"", ""BAAT"", ""FADS2"", ""HADHA"", ""SCD5"", ""ELOVL5"", ""ACOT7"", ""HACD2"")"
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.040595399	0.117980379	0.261663522	-0.553156916	-1.500935854	30	"c(""HK1"", ""HK3"", ""ALDOB"", ""PFKM"", ""PFKL"", ""PFKP"", ""FBP1"", ""SORD"")"
KEGG_PURINE_METABOLISM	0.002035142	0.011516612	0.431707696	-0.441099519	-1.507092323	147	"c(""PKLR"", ""AK1"", ""ADCY6"", ""AMPD3"", ""DCK"", ""NT5C1A"", ""RRM2"", ""POLD1"", ""PDE3A"", ""PDE5A"", ""RRM1"", ""NPR2"", ""NT5C3A"", ""NPR1"", ""GMPS"", ""POLA1"", ""GART"", ""PDE11A"", ""AK5"", ""ADCY5"", ""GDA"", ""POLE3"", ""POLR1A"", ""PDE8B"", ""ENPP1"", ""GUK1"", ""ADCY1"", ""AK2"", ""HPRT1"", ""ADA"", ""PRIM1"", ""PRPS2"", ""PDE2A"", ""FHIT"", ""POLA2"", ""POLR1C"", ""ADCY7"", ""POLR3C"", ""ADSS1"", ""PAPSS1"", ""POLR1E"", ""POLD2"", ""POLE"", ""PDE4D"", ""PDE10A"", ""GUCY1A1"", ""GUCY1A2"", ""PRIM2"", ""POLE2"", ""IMPDH2"", ""PKM"", ""ADSS2"", ""POLR2F"", ""ATIC"", ""PDE1C"", ""GUCY1B1"", ""PDE1A"", ""CANT1"")"
KEGG_GALACTOSE_METABOLISM	0.030910377	0.097745371	0.352487858	-0.585678866	-1.525769834	24	"c(""HK1"", ""HK3"", ""PFKM"", ""PFKL"", ""PFKP"")"
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.033989496	0.105367436	0.321775918	-0.594789273	-1.549793169	23	"c(""NMNAT3"", ""NT5C1A"", ""NT5C3A"", ""NNT"", ""ENPP1"", ""NNMT"", ""AOX1"", ""NAMPT"", ""QPRT"", ""NADK"")"
KEGG_FATTY_ACID_METABOLISM	0.021506917	0.072732483	0.352487858	-0.559874737	-1.551344718	33	"c(""ACSL1"", ""ACSL6"", ""ACAA2"", ""ACADM"", ""ACADL"", ""ALDH2"", ""ACSL3"", ""ACADVL"", ""HADHA"", ""ECI2"", ""ALDH7A1"", ""ALDH9A1"", ""HADHB"", ""ACADSB"", ""GCDH"", ""CPT2"", ""ACADS"")"
KEGG_BETA_ALANINE_METABOLISM	0.035191818	0.107306198	0.321775918	-0.603299398	-1.561392581	22	"c(""GAD1"", ""UPB1"", ""GAD2"", ""DPYD"", ""ACADM"", ""ALDH2"", ""DPYS"", ""ABAT"", ""HADHA"", ""ALDH7A1"", ""ALDH9A1"", ""SMS"")"
KEGG_LONG_TERM_POTENTIATION	0.006324355	0.026734774	0.407017919	-0.507196727	-1.565563677	63	"c(""CHP2"", ""CAMK2A"", ""CAMK2B"", ""GRIN1"", ""GRIA2"", ""PLCB2"", ""GRM5"", ""PLCB1"", ""CACNA1C"", ""GRIN2B"", ""CALM3"", ""ADCY1"", ""RAP1A"", ""GRIA1"", ""GRM1"", ""GRIN2A"", ""PLCB3"", ""PPP3CA"")"
KEGG_BUTANOATE_METABOLISM	0.019366953	0.067967043	0.352487858	-0.588467057	-1.569792721	27	"c(""GAD1"", ""HMGCS2"", ""GAD2"", ""ACSM5"", ""ALDH2"", ""ABAT"", ""HADHA"", ""ACSM1"", ""OXCT1"", ""ALDH7A1"", ""ALDH9A1"", ""ALDH5A1"", ""ACADS"")"
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.000433628	0.00366613	0.498493109	-0.454452073	-1.586970731	195	"c(""ITGA2B"", ""EGF"", ""MYH10"", ""MYL2"", ""ACTN2"", ""ITGA11"", ""ITGB3"", ""FGF1"", ""ITGA8"", ""ITGB5"", ""PIP5K1B"", ""MYL9"", ""ACTN4"", ""IQGAP3"", ""F2"", ""ACTN1"", ""FGF7"", ""DOCK1"", ""PIK3R1"", ""APC2"", ""ARHGAP35"", ""FGFR3"", ""CYFIP1"", ""CHRM1"", ""ITGB1"", ""NCKAP1"", ""PXN"", ""PIP4K2A"", ""WASF1"", ""FGFR2"", ""TIAM2"", ""BCAR1"", ""MYH14"", ""MRAS"", ""CD14"", ""PAK4"", ""FGF12"", ""MYLK"", ""MYH9"", ""EZR"", ""ARPC5"", ""ITGA3"", ""PAK5"", ""PIK3R2"", ""DIAPH3"", ""CHRM2"", ""ABI2"", ""PDGFC"", ""ENAH"", ""ARHGEF7"", ""ROCK2"", ""FGF13"", ""EGFR"", ""MYLK3"")"
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.011438261	0.043754126	0.380730401	-0.586209744	-1.590621391	30	"c(""CPS1"", ""GLUL"", ""GAD1"", ""GLS2"", ""AGXT"", ""GAD2"", ""AGXT2"", ""ABAT"", ""ASS1"", ""CAD"")"
KEGG_INSULIN_SIGNALING_PATHWAY	0.001269027	0.007867966	0.455059867	-0.474547762	-1.593347307	127	"c(""PKLR"", ""HK1"", ""HK3"", ""PCK1"", ""PRKAR2B"", ""PHKA2"", ""FBP1"", ""PDE3A"", ""PYGL"", ""MAPK10"", ""PIK3R1"", ""MKNK1"", ""PRKAA2"", ""IRS2"", ""LIPE"", ""PYGM"", ""PPP1R3C"", ""RPS6KB2"", ""G6PC1"", ""GYS1"", ""PPP1R3D"", ""SHC3"", ""ACACB"", ""CALM3"", ""PRKAB2"", ""MAPK9"", ""AKT3"", ""TRIP10"", ""PIK3R2"", ""PHKG1"", ""SLC2A4"", ""EIF4EBP1"", ""PRKAA1"", ""PCK2"", ""GYS2"", ""FASN"", ""CALM2"", ""SREBF1"", ""PPP1CC"", ""PRKAB1"", ""PHKB"", ""PYGB"")"
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.017262389	0.062956947	0.352487858	-0.614279774	-1.60027893	24	"c(""ALDOB"", ""PFKM"", ""TKT"", ""PFKL"", ""PFKP"", ""FBP1"", ""RPIA"", ""PGD"", ""G6PD"", ""TALDO1"", ""GPI"", ""PRPS2"", ""ALDOA"", ""ALDOC"")"
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.003063908	0.015830193	0.431707696	-0.519073531	-1.609916901	65	"c(""ITGA2B"", ""GYPA"", ""TFRC"", ""ANPEP"", ""EPOR"", ""GP1BA"", ""CD59"", ""GP5"", ""KIT"", ""ITGB3"", ""GP9"", ""GP1BB"", ""CD36"", ""CSF1R"", ""CSF3R"", ""KITLG"", ""IL1R2"", ""FLT3"", ""CD14"", ""CSF1"", ""ITGA3"", ""IL1B"", ""CD1D"")"
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.015519012	0.057730725	0.380730401	-0.669808385	-1.612455934	16	"c(""ANPEP"", ""AGT"", ""AGTR1"", ""CTSG"", ""NLN"", ""THOP1"", ""MME"")"
KEGG_FOCAL_ADHESION	9.45951406646107e-05	0.00117298	0.538434096	-0.464440096	-1.619757661	189	"c(""ITGA2B"", ""EGF"", ""VWF"", ""MYL2"", ""ACTN2"", ""ITGA11"", ""PARVB"", ""RASGRF1"", ""VTN"", ""ITGB3"", ""LAMC1"", ""ITGA8"", ""LAMA3"", ""ITGB5"", ""MYL9"", ""ACTN4"", ""MAPK10"", ""ACTN1"", ""DOCK1"", ""THBS2"", ""PIK3R1"", ""THBS4"", ""ARHGAP35"", ""TNXB"", ""ITGB1"", ""TLN1"", ""IGF1R"", ""PXN"", ""CCND3"", ""THBS1"", ""LAMB2"", ""SPP1"", ""CCND1"", ""BCAR1"", ""KDR"", ""SHC3"", ""PAK4"", ""MYLK"", ""MAPK9"", ""ILK"", ""ITGA3"", ""RAP1A"", ""AKT3"", ""FLNA"", ""PAK5"", ""COL2A1"", ""LAMB1"", ""PIK3R2"", ""PDGFC"", ""TLN2"", ""COL11A1"", ""ZYX"", ""ROCK2"", ""EGFR"", ""LAMA5"", ""FLNC"", ""MYLK3"", ""CHAD"", ""ITGA6"", ""COL4A1"", ""PDGFA"", ""ITGA2"", ""PTK2"", ""PPP1CC"", ""DIAPH1"", ""PAK6"", ""PAK3"", ""PDGFRA"", ""SRC"", ""PDGFRB"")"
KEGG_TIGHT_JUNCTION	0.000647462	0.005017832	0.477270815	-0.486985998	-1.622058211	114	"c(""MYH10"", ""MYL2"", ""ACTN2"", ""EPB41L1"", ""MYH11"", ""TJP2"", ""MYL9"", ""MAP3K20"", ""ACTN4"", ""PALS1"", ""ACTN1"", ""PPP2R2C"", ""PPP2R2B"", ""MYH2"", ""EPB41"", ""CTTN"", ""CTNNA2"", ""MAGI1"", ""PATJ"", ""MYH1"", ""MYH14"", ""MRAS"", ""EPB41L3"", ""MYH4"", ""MYH9"", ""CLDN15"", ""AKT3"", ""JAM3"", ""CLDN11"", ""CTNNA1"", ""PPP2R1B"", ""GNAI1"", ""RAB3B"", ""IGSF5"", ""MPDZ"", ""YES1"", ""MYH8"", ""EXOC4"", ""SPTAN1"")"
KEGG_TYPE_II_DIABETES_MELLITUS	0.004416816	0.020776702	0.407017919	-0.56583244	-1.636530786	42	"c(""PKLR"", ""HK1"", ""HK3"", ""CACNA1E"", ""MAPK10"", ""PIK3R1"", ""SLC2A2"", ""CACNA1C"", ""IRS2"", ""CACNA1G"", ""ABCC8"", ""MAPK9"", ""PIK3R2"", ""SLC2A4"")"
KEGG_PYRIMIDINE_METABOLISM	0.001120979	0.007446502	0.455059867	-0.507578333	-1.638327088	87	"c(""CMPK2"", ""TXNRD2"", ""DCK"", ""NT5C1A"", ""RRM2"", ""UPB1"", ""POLD1"", ""RRM1"", ""DPYD"", ""TYMS"", ""NT5C3A"", ""POLA1"", ""TK1"", ""DPYS"", ""POLE3"", ""POLR1A"", ""CAD"", ""PRIM1"", ""POLA2"", ""POLR1C"", ""DTYMK"", ""POLR3C"", ""CDA"", ""UMPS"", ""UPP1"", ""POLR1E"", ""POLD2"", ""UCK1"", ""POLE"", ""UCK2"", ""DHODH"", ""PRIM2"", ""POLE2"", ""CMPK1"", ""CTPS2"", ""POLR2F"")"
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1.68835110485257e-05	0.000285485	0.575610261	-0.465829843	-1.640822736	233	"c(""F2RL3"", ""P2RX1"", ""GRIN1"", ""PLG"", ""P2RY2"", ""AVPR1A"", ""P2RY1"", ""APLNR"", ""GRIA4"", ""FPR2"", ""GRIA2"", ""GABBR2"", ""HRH2"", ""F2"", ""GABRB3"", ""AGTR1"", ""GABRG3"", ""TACR2"", ""GABRA1"", ""CTSG"", ""GRM5"", ""GABRA5"", ""GABRA3"", ""HTR2A"", ""GRM3"", ""CHRM1"", ""GPR156"", ""GRIA3"", ""LTB4R"", ""GRID1"", ""THRA"", ""GRIN2B"", ""GABBR1"", ""GRIK2"", ""PTGIR"", ""TSPO"", ""EDNRB"", ""GABRD"", ""CRHR1"", ""SSTR3"", ""LPAR3"", ""GLRB"", ""EDNRA"", ""GHR"", ""OPRL1"", ""ADRA2B"", ""GRIA1"", ""P2RY6"", ""CHRM2"", ""GRM1"", ""PTAFR"", ""NPY2R"", ""NTSR2"", ""GRIN2A"", ""GLRA1"", ""HRH3"", ""P2RX6"", ""P2RX5"", ""GABRA4"", ""GABRG2"", ""GRIK1"", ""SSTR2"", ""C5AR1"", ""S1PR3"", ""ADCYAP1R1"", ""SSTR1"", ""HTR1A"", ""CHRNB2"", ""LPAR1"", ""CHRNA4"", ""GRID2"", ""HTR7"", ""CNR1"", ""TBXA2R"", ""GABRA2"", ""THRB"", ""ADRB3"", ""GRM2"", ""ADRA1B"", ""LHCGR"", ""GCGR"", ""P2RY13"", ""GABRR1"", ""HTR2C"", ""DRD2"", ""PARD3"", ""DRD1"", ""TSHR"", ""GRIK4"", ""PTGER2"", ""GRM7"")"
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.006295369	0.026734774	0.407017919	-0.605019369	-1.641659422	30	"c(""ALAS2"", ""SARDH"", ""GLDC"", ""BHMT"", ""GNMT"", ""GATM"", ""AGXT"", ""CBS"", ""AGXT2"", ""ALAS1"")"
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.002103032	0.011516612	0.431707696	-0.531675829	-1.65334	66	"c(""PCK1"", ""ACSL1"", ""ACSL6"", ""CD36"", ""MAPK10"", ""ADIPOR1"", ""SLC2A1"", ""RXRA"", ""PRKAA2"", ""IRS2"", ""G6PC1"", ""ACSL3"", ""ACACB"", ""PRKAB2"", ""CAMKK1"", ""MAPK9"", ""NPY"", ""AKT3"", ""STK11"", ""PPARA"", ""SLC2A4"", ""PRKAA1"", ""IKBKG"", ""PCK2"")"
KEGG_NITROGEN_METABOLISM	0.006131954	0.026734774	0.407017919	-0.661147777	-1.656843066	20	"c(""CA2"", ""CPS1"", ""GLUL"", ""GLS2"", ""HAL"")"
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.004468108	0.020776702	0.407017919	-0.58537235	-1.665456316	36	"c(""ACTN2"", ""C5"", ""C9"", ""FCGR3A"", ""ACTN4"", ""C8A"", ""ACTN1"", ""ELANE"", ""CTSG"", ""C8B"", ""C6"", ""CD86"", ""GRIN2B"", ""SNRPB"")"
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.003289466	0.016536234	0.431707696	-0.562868701	-1.672653624	48	"c(""CHP2"", ""GRIN1"", ""NEFL"", ""NEFM"", ""GRIA2"", ""BCL2L1"", ""NEFH"", ""CAT"", ""SOD1"", ""MAP2K3"", ""GRIN2B"", ""CCS"", ""GPX1"", ""GRIA1"", ""GRIN2A"", ""NOS1"", ""PPP3CA"", ""SLC1A2"")"
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.001312932	0.00787759	0.455059867	-0.566374924	-1.696016852	51	"c(""CPS1"", ""CKM"", ""CKMT2"", ""GLUL"", ""GLS2"", ""GATM"", ""PRODH"", ""ARG1"", ""OTC"", ""NOS3"", ""ALDH2"", ""ASS1"", ""PRODH2"", ""CKB"", ""NOS1"", ""NAGS"", ""ALDH7A1"", ""ALDH9A1"", ""AOC1"", ""AMD1"", ""SMS"", ""DAO"")"
KEGG_MISMATCH_REPAIR	0.00743323	0.029416612	0.407017919	-0.665062045	-1.699121162	21	"c(""POLD1"", ""LIG1"", ""RFC2"", ""EXO1"", ""PCNA"", ""RPA1"", ""RPA2"", ""RFC1"", ""RFC4"", ""POLD2"", ""RFC5"", ""SSBP1"")"
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.000800823	0.005958121	0.477270815	-0.545791609	-1.701152163	69	"c(""ITGA2B"", ""LMNA"", ""ACTN2"", ""ITGA11"", ""RYR2"", ""ITGB3"", ""SLC8A1"", ""ITGA8"", ""ITGB5"", ""ACTN4"", ""ACTN1"", ""CACNA2D1"", ""DES"", ""SGCB"", ""ITGB1"", ""CACNA1C"", ""CTNNA2"", ""GJA1"", ""CACNG2"", ""ITGA3"", ""DSP"", ""JUP"", ""CTNNA1"", ""TCF7L1"", ""ITGA6"", ""ITGA2"", ""DMD"", ""CACNA1S"", ""CACNG5"", ""CACNB1"", ""DSG2"", ""ITGA7"", ""CTNNA3"")"
KEGG_PYRUVATE_METABOLISM	0.002167104	0.011516612	0.431707696	-0.626518807	-1.72376319	32	"c(""PKLR"", ""PCK1"", ""ACYP2"", ""ACSS1"", ""ALDH2"", ""HAGH"", ""ACOT12"", ""ACACB"", ""ME1"", ""PCK2"", ""LDHA"", ""ALDH7A1"", ""ALDH9A1"", ""DLD"", ""PKM"", ""GRHPR"", ""GLO1"")"
KEGG_OOCYTE_MEIOSIS	0.000179242	0.001852169	0.518848078	-0.523914333	-1.726118272	102	"c(""CHP2"", ""CAMK2A"", ""CAMK2B"", ""ADCY6"", ""YWHAH"", ""BTRC"", ""SLK"", ""CCNE1"", ""CCNE2"", ""FBXO5"", ""CCNB1"", ""CCNB2"", ""BUB1"", ""ADCY5"", ""IGF1R"", ""ESPL1"", ""AURKA"", ""SMC3"", ""PPP2R5C"", ""CALM3"", ""SGO1"", ""ADCY1"", ""SMC1A"", ""PLK1"", ""CDC20"", ""AR"", ""CDK1"", ""ADCY7"", ""PPP3CA"", ""ANAPC13"", ""PPP2R1B"")"
KEGG_GAP_JUNCTION	0.000257659	0.002396225	0.498493109	-0.544655427	-1.730595697	80	"c(""TUBB1"", ""EGF"", ""ADCY6"", ""TUBA4A"", ""PLCB2"", ""TUBB4B"", ""GRM5"", ""PLCB1"", ""HTR2A"", ""TUBB3"", ""ADCY5"", ""PRKG1"", ""GJA1"", ""TUBB2A"", ""TUBA1C"", ""ADCY1"", ""GRM1"", ""CDK1"", ""ADCY7"", ""PDGFC"", ""PLCB3"", ""EGFR"", ""GNAI1"", ""TUBB4A"", ""PLCB4"", ""LPAR1"", ""PDGFA"", ""GUCY1A1"", ""GUCY1A2"", ""PDGFRA"", ""TUBB6"", ""SRC"", ""PDGFRB"", ""PDGFD"", ""GUCY1B1"", ""HTR2C"", ""DRD2"", ""DRD1"")"
KEGG_ABC_TRANSPORTERS	0.002151748	0.011516612	0.431707696	-0.606625528	-1.73287819	37	"c(""ABCB10"", ""ABCG2"", ""ABCG4"", ""ABCB6"", ""ABCA13"", ""ABCA7"", ""ABCC2"", ""ABCB11"", ""ABCA1"", ""ABCC8"", ""ABCA9"", ""ABCD2"", ""ABCC6"", ""ABCC5"", ""ABCG8"", ""ABCG1"", ""ABCB7"", ""ABCD1"")"
KEGG_ECM_RECEPTOR_INTERACTION	0.000125392	0.00145768	0.518848078	-0.55094328	-1.755901923	82	"c(""ITGA2B"", ""VWF"", ""GP1BA"", ""GP5"", ""AGRN"", ""ITGA11"", ""SV2B"", ""VTN"", ""ITGB3"", ""GP9"", ""LAMC1"", ""GP1BB"", ""ITGA8"", ""HMMR"", ""LAMA3"", ""ITGB5"", ""HSPG2"", ""CD36"", ""THBS2"", ""THBS4"", ""TNXB"", ""ITGB1"", ""GP6"", ""THBS1"", ""LAMB2"", ""SPP1"", ""ITGA3"", ""COL2A1"", ""LAMB1"", ""SV2A"")"
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.000998436	0.006878113	0.455059867	-0.666742833	-1.778600915	27	"c(""HK1"", ""HK3"", ""PYGL"", ""PYGM"", ""G6PC1"", ""GYS1"", ""GBE1"", ""ENPP1"", ""GPI"", ""MGAM"", ""GYS2"", ""PYGB"", ""UGDH"", ""PGM1"")"
KEGG_CELL_CYCLE	2.30170939875002e-06	5.35147435209379e-05	0.62725674	-0.555287564	-1.853295035	120	"c(""TFDP2"", ""YWHAH"", ""CDKN2D"", ""CCNE1"", ""CCNE2"", ""E2F4"", ""MCM5"", ""CCNA2"", ""CCNB1"", ""MCM2"", ""E2F2"", ""MCM4"", ""MCM7"", ""GADD45G"", ""GADD45A"", ""CCNB2"", ""MCM3"", ""RAD21"", ""RB1"", ""MCM6"", ""CDKN2C"", ""BUB1"", ""ESPL1"", ""PCNA"", ""SMC3"", ""ORC1"", ""RBL1"", ""CCND3"", ""HDAC1"", ""TTK"", ""FZR1"", ""BUB3"", ""CCND1"", ""CDC25B"", ""BUB1B"", ""ORC5"", ""SMC1A"", ""CDC7"", ""PLK1"", ""CDC20"", ""CDK6"", ""MAD1L1"", ""CDKN1B"", ""STAG2"", ""CDK1"", ""CDC45"")"
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.000330025	0.002923078	0.498493109	-0.742165948	-1.859875429	20	"c(""CA2"", ""AQP1"", ""PCK1"", ""ATP1A2"", ""GLS2"", ""SLC38A3"", ""ATP1B2"", ""ATP1A3"", ""ATP1B1"", ""CA4"", ""SLC4A4"", ""PCK2"")"
KEGG_CALCIUM_SIGNALING_PATHWAY	1.20208625312965e-07	5.09222244902754e-06	0.690132459	-0.540719642	-1.871430646	166	"c(""SLC8A3"", ""CHP2"", ""P2RX1"", ""CAMK2A"", ""CAMK2B"", ""GRIN1"", ""ATP2A1"", ""AVPR1A"", ""RYR2"", ""PHKA2"", ""ATP2B2"", ""ATP2B4"", ""PLCD3"", ""SLC8A1"", ""SLC8A2"", ""CACNA1E"", ""PLCB2"", ""TNNC1"", ""TNNC2"", ""HRH2"", ""ERBB3"", ""AGTR1"", ""TACR2"", ""GRM5"", ""PLN"", ""PLCB1"", ""HTR2A"", ""NOS3"", ""CHRM1"", ""CACNA1C"", ""CACNA1G"", ""CALM3"", ""MYLK"", ""EDNRB"", ""ADCY1"", ""GNA15"", ""EDNRA"", ""VDAC3"", ""CHRM2"", ""GRM1"", ""PHKG1"", ""PTAFR"", ""ADCY7"", ""GRIN2A"", ""PLCB3"", ""ATP2B3"", ""P2RX6"", ""P2RX5"", ""ERBB4"", ""NOS1"", ""PPP3CA"", ""EGFR"", ""GNAL"", ""PLCE1"", ""MYLK3"", ""PLCB4"", ""HTR7"", ""CALM2"", ""SLC25A6"", ""GNA14"", ""TBXA2R"", ""CACNA1I"", ""PDGFRA"", ""ADRB3"", ""TRPC1"", ""PHKB"", ""PDGFRB"", ""CACNA1S"", ""PPID"", ""ADRA1B"", ""LHCGR"", ""CACNA1A"")"
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	3.89279975330766e-05	0.00055697	0.557332239	-0.64709547	-1.916411516	47	"c(""PKLR"", ""HK1"", ""HK3"", ""PCK1"", ""BPGM"", ""ALDOB"", ""PFKM"", ""PFKL"", ""PFKP"", ""FBP1"", ""ENO2"", ""ACSS1"", ""ALDH3B1"", ""G6PC1"", ""ALDH2"", ""GPI"", ""ENO3"", ""ALDOA"", ""PCK2"", ""ALDOC"", ""LDHA"", ""ALDH7A1"", ""ALDH9A1"", ""PGK1"", ""DLD"", ""PKM"", ""PGAM1"", ""PGM1"")"
KEGG_PPAR_SIGNALING_PATHWAY	1.02289399021962e-05	0.000211398	0.593325476	-0.636324423	-1.948526411	61	"c(""AQP7"", ""PCK1"", ""SLC27A2"", ""FABP3"", ""HMGCS2"", ""ACSL1"", ""ACSL6"", ""APOA1"", ""CD36"", ""APOA5"", ""ACADM"", ""RXRA"", ""APOC3"", ""LPL"", ""ACADL"", ""PPARG"", ""APOA2"", ""SLC27A1"", ""ACSL3"", ""FADS2"", ""FABP2"", ""ILK"", ""ACOX2"", ""ME1"", ""FABP7"", ""PPARA"", ""SCP2"", ""PCK2"", ""SCD5"", ""PLIN1"")"
KEGG_CARDIAC_MUSCLE_CONTRACTION	2.32642340696827e-05	0.000360596	0.575610261	-0.683706707	-1.960974895	38	"c(""TPM2"", ""ACTC1"", ""TNNT2"", ""MYL2"", ""ATP1A2"", ""MYL3"", ""RYR2"", ""SLC8A1"", ""TNNI3"", ""TNNC1"", ""CACNA2D1"", ""TPM1"", ""CACNA1C"", ""ATP1B2"", ""ATP1A3"", ""CACNG2"", ""ATP1B1"")"
KEGG_DNA_REPLICATION	1.16510771743729e-05	0.00021671	0.593325476	-0.710075325	-1.98414217	34	"c(""POLD1"", ""MCM5"", ""MCM2"", ""MCM4"", ""MCM7"", ""LIG1"", ""RNASEH2A"", ""MCM3"", ""RNASEH2B"", ""MCM6"", ""RFC2"", ""POLA1"", ""PCNA"", ""RPA1"", ""POLE3"", ""RPA2"", ""DNA2"", ""PRIM1"", ""RFC1"", ""POLA2"", ""RFC4"", ""POLD2"", ""POLE"", ""RFC5"", ""PRIM2"", ""POLE2"", ""SSBP1"")"
